,Unnamed: 0,4-block polymer,Electronic Dielectric Constant,Ionic Dielectric Constant,Total Dielectric Constant,HSE Band Gap (eV),SMILES,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
121,121,NH-O-CS-O,3.198,1.301,4.499,4.235,NOC(=S)O,92.988449336,2.0,2.2,2.2,90.083,0.4712251733036838,0.36847172982576953,0.36847172982576953,-0.4712251733036838,93.10699999999999,30.0,0.2574767794121084,0.9346575913259817,0.010489412276249001,0.37602037039651964,0.5901164996461801,65.12415018320333,156.09201957461667,205.05194150428244,1.551823284533391,0.13126646813653634
122,122,CH2-NH-CH2-NH,2.787,0.309,3.097,6.12,CNCN,60.06874825599999,2.0,2.25,2.25,52.035999999999994,0.31850771413887924,0.04257454113036817,0.04257454113036817,-0.31850771413887924,60.099999999999994,26.0,0.6377148201248336,0.9964734785826181,0.04761834063273564,0.17239061967750613,0.9826346991513295,20.393402512029596,76.6860980486581,81.87895084904063,1.2944880147182076,0.1229134547326783
123,123,C6H4-CS-C4H2S-C4H2S,6.422,0.641,7.063,1.39,C1=CC=CC=C1C(=S)C1=CSC=C1C1=CSC=C1,285.99446331999997,0.8888888888888888,1.7222222222222223,2.4444444444444446,276.366,0.1517819428540896,0.05359587303971241,0.05359587303971241,-0.1517819428540896,286.446,88.0,0.14876446658223383,0.8948058050854593,0.0005353584846181501,0.5704621058513747,0.7064283584448471,1227.8357210016045,1541.9014651867424,2262.202942670504,3.048187292904511,0.10415140436130949
124,124,NH-CO-C6H4-CS,3.545,1.068,4.613,2.566,NC(=O)C1=CC=CC=C1C(=S),165.024834844,1.4545454545454546,2.090909090909091,2.5454545454545454,158.16099999999997,0.3655801851801631,0.24883503592000972,0.24883503592000972,-0.3655801851801631,165.21699999999998,56.0,0.22965275957357742,0.8903845251171768,0.0015375444914689103,0.4256716955257517,0.5804203714912025,357.7187852682947,483.31004882617003,790.2794042398291,2.3180569368515487,0.05537187672354119
125,125,NH-CO-NH-CO,3.117,1.631,4.749,4.17,NC(=O)NC(=O),88.027277368,1.8333333333333333,2.3333333333333335,2.3333333333333335,84.03399999999999,0.35130835090441836,0.31810402576790253,0.31810402576790253,-0.35130835090441836,88.06599999999999,34.0,0.4577208848271332,0.973829084538309,0.015644877341957047,0.2255124455916945,0.7728534630727505,47.80659847793026,160.92918258492355,218.36524869124815,1.5891200490276536,4.965960582500781e-13
126,126,C4H2S-C4H2S-O-CS,4.472,0.845,5.317,2.1,C1=CSC=C1C1=CSC=C1OC(=S),225.958077812,1.2307692307692308,2.1538461538461537,2.8461538461538463,220.29899999999998,0.45206630790412444,0.15405305885011678,0.15405305885011678,-0.45206630790412444,226.34699999999998,66.0,0.2636559983455112,0.9181168033206886,0.000980539721196476,0.4407722745332505,0.6474386393357559,561.9724131643735,1111.1119547087696,1878.82699088406,2.9575480961450675,0.09484973982256659
127,127,NH-CS-NH-O,3.88,1.486,5.365,3.091,NC(=S)NO,92.004433748,2.0,2.2,2.2,88.091,0.3746226070945572,0.1871887678945665,0.1871887678945665,-0.3746226070945572,92.12299999999999,30.0,0.4961818231592256,0.9757256476697965,0.016121861973789186,0.21123885652917382,0.5997464341448732,81.63240191921065,177.30079932901023,205.3894504672449,1.5243665459123978,2.3078841715149994e-13
128,128,CO-O-C4H2S-O,3.098,0.702,3.8,3.921,C(=O)OC1=CSC=C1O,143.988114988,1.6666666666666667,2.4444444444444446,2.888888888888889,140.11899999999997,0.5036631785031698,0.29815719065343116,0.29815719065343116,-0.5036631785031698,144.151,48.0,0.2639035681422477,0.9253586720511796,0.004078153436063752,0.3746403045415394,0.7987331604266839,194.82338134476947,408.69129735005106,520.4544221475428,2.024597618923376,0.2739211601863265
129,129,CH2-O-C4H2S-O,2.893,0.59,3.483,4.494,COC1=CSC=C1O,130.008850432,1.625,2.375,2.625,124.11999999999998,0.5036804578285291,0.17068939191834975,0.17068939191834975,-0.5036804578285291,130.168,44.0,0.29738149022977367,0.9282710951792338,0.0037010550644575517,0.37730116258126517,0.6262955237528168,169.68088444173284,286.8710516295366,453.7396400699214,1.9214848106478517,4.8414320841758175e-11
130,130,NH-O-CO-O,2.682,1.163,3.846,5.548,NOC(=O)O,77.011292956,2.0,2.2,2.2,74.015,0.5244787087274019,0.5244787087274019,0.4484849867990918,-0.4484849867990918,77.039,30.0,0.41820082599168934,0.9621812883243716,0.017802093727635283,0.2707299817662324,0.7500558107927942,41.362234386309865,110.37072243276684,148.79025197781363,1.4360827012263837,3.7854223227755915e-11
131,131,CH2-CO-O-CS,2.777,0.594,3.371,3.792,CC(=O)OC(=S),103.993200368,2.0,2.5,2.5,100.09800000000001,0.42282177828478745,0.30775620255506575,0.30775620255506575,-0.42282177828478745,104.13,34.0,0.5655542006819388,0.985813976104692,0.01673071196812412,0.17281307304892146,0.9181552981434019,56.990257852475736,223.91871029438863,324.8772063643337,1.6905294325385447,0.14904557724046696
132,132,CH2-O-C6H4-O,2.923,0.616,3.539,4.25,COC1=CC=CC=C1O,124.052429496,1.3333333333333333,2.0,2.4444444444444446,116.07499999999997,0.5042548357902157,0.159973721120165,0.159973721120165,-0.5042548357902157,124.13899999999997,48.0,0.2888816061861699,0.9215929702377579,0.003825900825138643,0.38384596107366403,0.6275876789862015,168.17970023021905,267.85456899434746,440.31445653879,1.9455390393075618,8.071781404913494e-13
133,133,NH-C6H4-NH-O,3.302,1.019,4.321,3.651,NC1=CC=CC=C1NO,124.063662876,1.3333333333333333,2.0,2.4444444444444446,116.07899999999998,0.3969879663139832,0.08308366373382965,0.08308366373382965,-0.3969879663139832,124.14299999999999,48.0,0.29616546025988794,0.939021518908633,0.0047905338647213245,0.3325466765976081,0.7141890860951302,150.84858105414827,315.47307234598287,438.8201111535281,1.9683844906779255,0.07175932654634647
134,134,CH2-CH2-C6H4-C4H2S,3.429,0.101,3.53,3.076,CCC1=CC=CC=C1C1=CSC=C1,188.065971384,1.1538461538461537,2.0,2.6923076923076925,176.19899999999996,0.15178264115926823,-0.0014632032344634237,0.0014632032344634237,-0.15178264115926823,188.295,66.0,0.42098658457909144,0.964794737911743,0.002699194317100848,0.259673536238241,0.8391662924122089,279.604576463865,910.6233313620725,1088.5435479643838,2.542431824899234,0.0900741055629613
135,135,NH-C4H2S-CS-O,4.274,1.338,5.612,2.674,NC1=CSC=C1C(=S)O,158.98125578,1.6666666666666667,2.3333333333333335,2.5555555555555554,154.195,0.49844574766894123,0.19111592979185354,0.19111592979185354,-0.49844574766894123,159.23499999999999,48.0,0.31087393038756383,0.943037303548294,0.004086096576821439,0.30561939654329445,0.8994399167690376,213.1181321033817,585.1209319336117,664.1698695600483,2.166584064676641,0.26114709790264906
136,136,C6H4-C6H4-C4H2S-C4H2S,6.359,0.119,6.478,1.507,C1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1C1=CSC=C1,318.053692448,0.45454545454545453,1.1818181818181819,1.9545454545454546,304.354,0.1517819467692254,0.0010408506641419368,0.0010408506641419368,-0.1517819467692254,318.466,106.0,0.11678584213739798,0.8367689198903988,0.0006137084657441276,0.5355894866330255,0.8033133009328663,1385.6314035378564,1832.9881331002198,3368.7594938224347,3.201312879509886,0.46140131811648094
137,137,NH-C4H2S-C6H4-C4H2S,5.328,0.595,5.923,1.886,NC1=CSC=C1C1=CC=CC=C1C1=CSC=C1,257.033291352,0.7647058823529411,1.588235294117647,2.235294117647059,246.29499999999996,0.3975508620571722,0.050219837129233266,0.050219837129233266,-0.3975508620571722,257.383,84.0,0.14268705577874796,0.821537896500604,0.0005650586006880278,0.5604297442410909,0.6098135661671776,1034.1128009786887,1065.1876280758322,1818.2689928728814,2.8059264181229606,0.21668817082592123
138,138,CO-C4H2S-C4H2S-O,3.78,0.962,4.742,2.423,C(=O)C1=CSC=C1C1=CSC=C1O,209.980921432,1.0769230769230769,1.7692307692307692,2.3846153846153846,204.23099999999997,0.5064313541627566,0.1510159354870825,0.1510159354870825,-0.5064313541627566,210.279,66.0,0.2946606989360907,0.948536728196127,0.0020223043996876896,0.3232733879755521,0.7799261676014875,409.86103573357155,1062.5006336750212,1400.515963886472,2.6692414593722904,0.21434176947405378
139,139,NH-C4H2S-CO-CS,5.329,1.282,6.611,1.744,NC1=CSC=C1C(=O)C(=S),170.98125578,1.7,2.4,2.8,166.206,0.3974536841557107,0.19891749168025036,0.19891749168025036,-0.3974536841557107,171.246,52.0,0.30625189386291746,0.924694847538561,0.0019852889047773407,0.37951506310692484,0.6330350672306932,322.41191218012835,547.9715460310247,855.1442029145348,2.2713405022172113,2.7837483008992637e-10
140,140,NH-C4H2S-C4H2S-C4H2S,5.757,0.572,6.328,1.754,NC1=CSC=C1C1=CSC=C1C1=CSC=C1,262.989712288,0.75,1.5,2.1875,254.33999999999997,0.39755046821347034,0.0502496843873403,0.0502496843873403,-0.39755046821347034,263.412,80.0,0.15928576409840983,0.8325931593731571,0.0005467409074588488,0.5461778471742178,0.5903395779276113,1096.7154666003914,1163.4780213681709,1995.9395593672486,2.8915117126645997,0.2983913142557142
141,141,CH2-CH2-CH2-C6H4,2.873,0.08,2.953,4.907,CCCC1=CC=CC=C1,120.093900384,1.1111111111111112,1.7777777777777777,2.3333333333333335,108.09899999999998,0.06506543814455573,-0.02814979848791882,0.02814979848791882,-0.06506543814455573,120.19499999999995,48.0,0.5997357515947124,0.9656659863297752,0.00784880524737998,0.27026020952266544,0.9011202416870425,111.56711898149878,356.1713707367622,412.17003896808535,2.231822557986249,0.20367152270531486
142,142,NH-C4H2S-O-CS,3.813,0.764,4.577,2.678,NC1=CSC=C1OC(=S),158.98125578,1.6666666666666667,2.4444444444444446,2.888888888888889,154.195,0.4505453847246583,0.1608423364803769,0.1608423364803769,-0.4505453847246583,159.23499999999999,48.0,0.40942103874548735,0.9610775490892141,0.0032865823644622582,0.23639827722890366,0.8764642718288109,145.25614604726994,496.5707684804624,887.118460961984,2.3819516986112315,0.08287374410001638
143,143,CH2-NH-CS-O,3.225,1.059,4.284,4.13,CNC(=S)O,91.00918478,2.0,2.2,2.2,86.095,0.4866511952292024,0.2533591633788502,0.2533591633788502,-0.4866511952292024,91.13499999999999,30.0,0.26423027700068047,0.97269883696927,0.0066913737725762855,0.2390189602346574,0.7641665898094216,83.06855339154005,160.11560064032352,214.79595942114102,1.587617190366228,1.3415771695273942e-11
144,144,CH2-CO-O-C4H2S,3.072,0.536,3.608,4.409,CC(=O)OC1=CSC=C1,142.008850432,1.7777777777777777,2.5555555555555554,3.0,136.131,0.4258387041388098,0.30755223889360084,0.30755223889360084,-0.4258387041388098,142.179,48.0,0.5828905684340895,0.9859064007273438,0.009303362756769736,0.16845369165134677,0.9794395059299817,100.61429622773572,605.0963305304813,610.4502480921504,2.1681996803256576,0.21410842856679463
145,145,CO-C6H4-CS-C6H4,3.9,0.503,4.403,1.987,C(=O)C1=CC=CC=C1C(=S)C1=CC=CC=C1,226.04523594,0.9375,1.5625,2.25,216.21999999999994,0.2978717985592108,0.15020422607881012,0.15020422607881012,-0.2978717985592108,226.29999999999998,78.0,0.3391361945735913,0.9584571119261118,0.0016182447014785474,0.44321331264678326,0.9008308013481365,560.0570880425039,1375.7326294339673,1394.4381007057873,2.745038828255939,0.2543457940429075
146,146,NH-CS-C4H2S-CS,5.082,1.053,6.135,1.834,NC(=S)C1=CSC=C1C(=S),186.95841216,1.6,2.3,2.7,182.274,0.3894061637525184,0.10496831879117892,0.10496831879117892,-0.3894061637525184,187.314,52.0,0.1574163371455231,0.8348830650595997,0.001183792244177999,0.4778827282601675,0.660809578299918,359.4469615689829,598.5745998854591,955.5321643714991,2.3794886156219412,0.14524051936546412
147,147,NH-CO-C6H4-C4H2S,3.995,0.604,4.599,2.391,NC(=O)C1=CC=CC=C1C1=CSC=C1,203.040484908,1.2142857142857142,2.0,2.642857142857143,194.194,0.365580287364676,0.24882774568754734,0.24882774568754734,-0.365580287364676,203.266,70.0,0.34057944876446367,0.947135914851361,0.0017981647104280323,0.313442886943486,0.739332135163294,402.4126477222923,948.696786920744,1305.336738295365,2.6231969956609578,0.09949963148726328
148,148,NH-C4H2S-CS-C4H2S,4.816,1.028,5.844,1.966,NC1=CSC=C1C(=S)C1=CSC=C1,224.974062224,1.2307692307692308,2.076923076923077,2.6153846153846154,218.307,0.3975266047311382,0.05587764214986392,0.05587764214986392,-0.3975266047311382,225.363,66.0,0.35126579931665347,0.9329005952619432,0.0016877880165899843,0.3425002874948042,0.8369276645395071,473.52104316562094,1356.5263080073562,1542.7614220668866,2.7475059129090136,0.21220507788999893
149,149,C6H4-C4H2S-O-C4H2S,4.257,0.43,4.687,2.339,C1=CC=CC=C1C1=CSC=C1OC1=CSC=C1,258.01730694,0.8235294117647058,1.7058823529411764,2.4705882352941178,248.28699999999995,0.45496906623432437,0.14546356854284162,0.14546356854284162,-0.45496906623432437,258.36699999999996,84.0,0.22113391109558936,0.9538053551319877,0.0010769341993258053,0.2903915473063199,0.7332591773243964,739.859204458747,1926.9055742106416,1918.6994187146618,3.2822018502451287,0.04978077019270283
150,150,C6H4-C6H4-C6H4-CS,3.881,0.255,4.136,2.037,C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C(=S),274.081621448,0.55,1.1,1.8,260.27599999999995,0.08805674708549775,0.009230510764749279,0.009230510764749279,-0.08805674708549775,274.388,96.0,0.07059837731334145,0.8461181810604248,0.0006573923056560623,0.5835913136413725,0.7376606908300253,1289.647843358339,1424.942430059011,2185.6368696156705,3.042058425825239,0.3851929399192949
151,151,CH2-C4H2S-CH2-C4H2S,3.175,0.212,3.387,4.288,CC1=CSC=C1CC1=CSC=C1,194.02239232,1.1666666666666667,2.0833333333333335,2.6666666666666665,184.24399999999997,0.15214318095742232,-0.0006655420006767343,0.0006655420006767343,-0.15214318095742232,194.324,62.0,0.4762147678998591,0.9824908274430325,0.0034174194288869356,0.2153307831584885,0.9149553626358985,267.680036262774,1137.6176130831732,1244.0930300346358,2.7412207400667454,0.20865948433821907
152,152,CO-CS-CO-O,3.618,0.878,4.496,1.798,C(=O)C(=S)C(=O)O,117.97246492400001,1.7142857142857142,2.142857142857143,2.142857142857143,116.09699999999998,0.4769415342747282,0.3496232590833769,0.3496232590833769,-0.4769415342747282,118.11299999999999,38.0,0.26722977387690616,0.9374023004868843,0.0043930654754228485,0.413214974810505,0.6263960869070961,144.04108067263016,253.3422306656423,387.8545393768427,1.8399466461584697,1.4026670060804855e-09
153,153,CO-C6H4-C4H2S-C6H4,4.615,0.5,5.115,2.038,C(=O)C1=CC=CC=C1C1=CSC=C1C1=CC=CC=C1,264.060886004,0.7368421052631579,1.4210526315789473,2.210526315789474,252.25299999999993,0.2978723224055042,0.15017459240790038,0.15017459240790038,-0.2978723224055042,264.349,92.0,0.11966862809051536,0.8428088307459571,0.0006256657379508876,0.6423282698879492,0.6768310030971662,1107.0459577012316,1393.6716854547367,2031.3213689211107,2.891455890822349,0.3328967007419549
154,154,CH2-NH-CH2-C6H4,2.937,0.202,3.139,4.627,CNCC1=CC=CC=C1,121.08914935199999,1.2222222222222223,1.8888888888888888,2.4444444444444446,110.09499999999997,0.31569545670705795,0.020199367037393227,0.020199367037393227,-0.31569545670705795,121.18299999999995,48.0,0.5954121898744433,0.9811256770388149,0.011005499806593192,0.18791640901738665,0.8613320630844448,94.48311517515403,384.366825886909,440.8998072711584,2.0740992623373944,0.07736353047182738
155,155,CH2-C6H4-CO-C4H2S,3.289,0.451,3.74,3.634,CC1=CC=CC=C1C(=O)C1=CSC=C1,202.04523594,1.2142857142857142,2.0,2.642857142857143,192.19799999999998,0.2885725121354646,0.19362406760355239,0.19362406760355239,-0.2885725121354646,202.27800000000002,70.0,0.43906380284076146,0.9685704140419706,0.00241199870205614,0.20290301270548536,0.8096289331536131,329.89905948553604,1191.9379315473645,1467.5490606115352,2.708173681677009,0.3375888753770378
156,156,CH2-O-CH2-O,2.584,1.007,3.591,7.127,COCO,62.036779432,2.0,2.25,2.25,56.02,0.37066172754586424,0.1426639903144152,0.1426639903144152,-0.37066172754586424,62.068000000000005,26.0,0.7955696252596357,0.9698179991872398,0.03964009846198186,0.07028040936407222,0.8214506419905927,19.309955282485852,65.05928685729278,77.9542669962271,1.2156109652241711,4.678267876899537e-15
157,157,CO-C6H4-C4H2S-C4H2S,4.175,0.462,4.638,2.262,C(=O)C1=CC=CC=C1C1=CSC=C1C1=CSC=C1,270.01730693999997,0.8333333333333334,1.6666666666666667,2.4444444444444446,260.29799999999994,0.297872322405476,0.15017459242249398,0.15017459242249398,-0.297872322405476,270.378,88.0,0.12733856833716017,0.770864547842034,0.0005937412667194966,0.5538398867213604,0.6823711924618785,1104.8611061777272,1224.3392465747575,1867.596987434432,2.993093626427828,0.34024654570077395
158,158,CH2-CO-CS-O,3.243,0.888,4.131,2.245,CC(=O)C(=S)O,103.993200368,1.8333333333333333,2.0,2.0,100.09799999999998,0.49646862315954005,0.22477075431001983,0.22477075431001983,-0.49646862315954005,104.12999999999998,34.0,0.3263899169495247,0.9303049482095903,0.0062551198938818955,0.36412409059970424,0.6397373455554869,99.35323867920985,186.32529507840164,283.76243734717764,1.6790987117579865,2.1030563496048868e-11
159,159,NH-CO-CS-O,3.567,1.247,4.814,2.466,NC(=O)C(=S)O,104.988449336,1.8333333333333333,2.0,2.0,102.094,0.4951082403705468,0.29488862038995156,0.29488862038995156,-0.4951082403705468,105.11799999999998,34.0,0.31181932425536885,0.9420045049584368,0.006433763624752955,0.3570474659731745,0.6510341610018161,100.99312641450541,191.84152229269776,290.19636447734723,1.6766251527515657,3.023416520756135e-10
160,160,CH2-CO-CS-CO,4.12,1.303,5.423,1.67,CC(=O)C(=S)C(=O),115.993200368,1.7142857142857142,2.142857142857143,2.142857142857143,112.10899999999998,0.2968159667595204,0.17339305294868348,0.17339305294868348,-0.2968159667595204,116.14099999999998,38.0,0.2654909834069212,0.9288141276848938,0.0038089209303274396,0.37646784174583753,0.5712732351034046,156.5567023866222,215.7318166497832,372.08427499141845,1.8539748291576714,1.7159240916595537e-10
161,161,CH2-NH-C6H4-C4H2S,3.475,0.52,3.995,3.263,CNC1=CC=CC=C1C1=CSC=C1,189.061220352,1.1538461538461537,2.0,2.6923076923076925,178.19499999999996,0.38761941686734525,0.041706225429774806,0.041706225429774806,-0.38761941686734525,189.28300000000002,66.0,0.38604271831879217,0.9636109614405108,0.0023893055519558504,0.26615294512530835,0.7688208586529218,317.73153932736267,903.7114271520508,1180.44922125347,2.6197922903186956,0.06856206755524061
162,162,NH-CS-C6H4-CS,4.128,1.539,5.667,1.928,NC(=S)C1=CC=CC=C1C(=S),181.001991224,1.3636363636363635,2.0,2.4545454545454546,174.22899999999998,0.3894305119234514,0.10412283091884621,0.10412283091884621,-0.3894305119234514,181.28499999999997,56.0,0.1423223139664094,0.8796102998166186,0.0011871691419693396,0.5468618993552778,0.5562050083803577,442.2688226859456,527.8098559402881,888.5740537742457,2.4112624938778797,0.07369766879983973
163,163,NH-C6H4-C6H4-CH2,3.476,0.351,3.827,3.488,NC1=CC=CC=C1C1=CC=CC=C1C,183.104799416,0.7857142857142857,1.3571428571428572,2.0,170.14999999999995,0.398225722690449,0.039330868982036186,0.039330868982036186,-0.398225722690449,183.254,70.0,0.4012567424441843,0.9556356773706413,0.0028755375581546254,0.2757234484990484,0.8309072693055459,287.4405599574769,855.7150398721644,984.6143544628972,2.5282764566017506,0.11898853992627963
164,164,NH-CO-NH-CS,3.922,3.361,7.283,2.298,NC(=O)NC(=S),104.004433748,2.0,2.5,2.5,100.102,0.3513651668283212,0.31629983926365285,0.31629983926365285,-0.3513651668283212,104.13399999999999,34.0,0.5266289707438677,0.9821073285747002,0.014363861449116602,0.18441645862836836,0.9004609735968617,57.99951959417007,245.70753729472722,306.13843509515067,1.7409270822924707,3.2125972649852273e-13
165,165,NH-C4H2S-C4H2S-CS,7.078,0.995,8.073,1.681,NC1=CSC=C1C1=CSC=C1C(=S),224.974062224,1.0769230769230769,1.7692307692307692,2.3846153846153846,218.307,0.3975504674631722,0.050249803763926695,0.050249803763926695,-0.3975504674631722,225.363,66.0,0.20867039121983463,0.9129451028005837,0.0012097273993317002,0.4086425769861576,0.7963093909608401,608.5971593928956,1138.5912510613314,1408.4333404411511,2.6866767102698708,0.2696888678254502
166,166,NH-C6H4-NH-C6H4,3.877,1.028,4.904,2.518,NC1=CC=CC=C1NC1=CC=CC=C1,184.100048384,0.7857142857142857,1.4285714285714286,2.142857142857143,172.14599999999996,0.3970467379191822,0.06174168238244453,0.06174168238244453,-0.3970467379191822,184.24200000000002,70.0,0.5538988797777354,0.9831834653598819,0.0032521188468060745,0.1770831672973161,0.8131073725604197,246.57850838028418,1084.217416018976,1345.795361658853,2.7699588320827218,1.0654816300541069e-09
167,167,NH-C6H4-NH-C4H2S,3.583,1.463,5.046,2.885,NC1=CC=CC=C1NC1=CSC=C1,190.05646932,1.1538461538461537,2.0,2.6923076923076925,180.19099999999997,0.39704673565183063,0.06176312557110743,0.06176312557110743,-0.39704673565183063,190.27100000000002,66.0,0.5645264931634669,0.9852199791344906,0.003403331483292272,0.1579076053639733,0.8380808424867588,226.0231012115504,1196.716593107857,1423.2994764846999,2.7861870642244204,1.3754858182337285e-10
168,168,CH2-C6H4-C6H4-C4H2S,3.731,0.186,3.916,3.025,CC1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1,250.081621448,0.7222222222222222,1.3888888888888888,2.0555555555555554,236.25399999999996,0.15178244184978607,-0.001451184442306411,0.001451184442306411,-0.15178244184978607,250.366,88.0,0.1337960566828014,0.825904747037998,0.0006567536980594913,0.5383756371383459,0.6189239506309928,947.645674972822,1117.0872149929169,1686.2172759128332,2.8300615157155558,0.3088678456825567
169,169,CH2-C4H2S-CS-C4H2S,3.779,0.376,4.155,2.348,CC1=CSC=C1C(=S)C1=CSC=C1,223.978813256,1.2307692307692308,2.076923076923077,2.6153846153846154,216.31099999999998,0.15175141190857114,0.054071805260050704,0.054071805260050704,-0.15175141190857114,224.375,66.0,0.3128909855749789,0.9613950575095697,0.001668409950849722,0.3389537121841019,0.8639677009150222,505.12117294288345,1288.5936761723544,1578.751793968211,2.789869308804055,0.3163157774920154
170,170,CO-NH-CO-C6H4,3.633,2.068,5.702,2.163,C(=O)NC(=O)C1=CC=CC=C1,149.047678464,1.2727272727272727,1.9090909090909092,2.4545454545454546,142.09299999999996,0.2949505023569998,0.2571215636301089,0.2571215636301089,-0.2949505023569998,149.14899999999997,56.0,0.6566375944168397,0.9910251627929952,0.007320505408705765,0.1328979755523955,0.8669190434057081,118.35027953798065,766.8640886410499,878.4729022538094,2.488175779025789,1.6419535696932172e-08
171,171,CH2-CS-CO-CS,4.466,0.766,5.233,1.276,CC(=S)C(=O)C(=S),131.970356748,1.7142857142857142,2.142857142857143,2.142857142857143,128.177,0.28778960409182736,0.20238330732778906,0.20238330732778906,-0.28778960409182736,132.20899999999997,38.0,0.26937482567356497,0.9891228814696683,0.009221605456988077,0.25274369673097163,0.579706855830673,134.0585809549308,374.2233952053016,503.8812555844324,1.8345512403994402,2.1602394387178514e-10
172,172,CH2-CH2-NH-CS,3.199,1.01,4.209,3.899,CCNC(=S),89.029920224,2.0,2.6,2.6,82.107,0.3824940447968277,0.06142927738245437,0.06142927738245437,-0.3824940447968277,89.163,30.0,0.5764520657073304,0.9915901338255678,0.02998049079971233,0.2232624202397893,0.979413041557123,41.61614638962475,250.63148489480866,258.3918929572807,1.7534000357654134,0.2832013064295921
173,173,CH2-C4H2S-C4H2S-O,3.529,0.385,3.914,3.012,CC1=CSC=C1C1=CSC=C1O,196.001656876,1.0,1.6666666666666667,2.1666666666666665,188.23199999999997,0.5064315770444328,0.13361673434039245,0.13361673434039245,-0.5064315770444328,196.296,62.0,0.433685710580315,0.9707047433967214,0.002891506290846164,0.2479126175292096,0.842234006264397,282.6875241233087,990.5216835071449,1198.299904701998,2.5597310303967205,0.2574775710422315
174,174,CH2-CO-NH-C4H2S,3.233,0.561,3.794,4.115,CC(=O)NC1=CSC=C1,141.024834844,1.7777777777777777,2.5555555555555554,3.0,134.13899999999998,0.3255708321399506,0.22077025570267733,0.22077025570267733,-0.3255708321399506,141.195,48.0,0.6118924388272595,0.9906246816268467,0.008330654433080975,0.15361078583045162,0.8477760147554952,90.80809705747889,591.3481604636456,681.5395881372358,2.2220453760265158,7.236813095282141e-11
175,175,CH2-CH2-CO-CS,3.281,0.983,4.264,1.993,CCC(=O)C(=S),102.013935812,2.0,2.5,2.5,96.11000000000001,0.2939487264798124,0.16557644789859088,0.16557644789859088,-0.2939487264798124,102.15799999999999,34.0,0.5845488234372642,0.984202265942911,0.007898586616438538,0.30471487465146996,0.7762784446595694,68.75631206062403,245.98244975431064,306.69860909371977,1.841045375799488,5.000537742020865e-08
176,176,NH-C6H4-C6H4-C4H2S,5.067,0.434,5.501,2.023,NC1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1,251.076870416,0.7222222222222222,1.3888888888888888,2.0555555555555554,238.24999999999994,0.3982255639461599,0.0393431457269599,0.0393431457269599,-0.3982255639461599,251.354,88.0,0.1347237049713937,0.8204674767771402,0.0006427671680966404,0.5835917184455262,0.6076578383695247,957.0100725605829,1073.9001868205123,1749.3637318268034,2.761555322749772,0.28772764359279823
177,177,CH2-C6H4-C4H2S-CS,3.988,0.288,4.275,2.19,CC1=CC=CC=C1C1=CSC=C1C(=S),218.02239232,1.1428571428571428,1.9285714285714286,2.642857142857143,208.26599999999996,0.15110246460510934,0.010067590694325107,0.010067590694325107,-0.15110246460510934,218.346,70.0,0.2335151869290182,0.8933918092079753,0.0012456765784090295,0.4230498540107638,0.7285270144063929,534.004612366925,1063.2642323463233,1458.7850679916453,2.691751847639228,0.15268290596576917
178,178,C6H4-O-CS-O,3.158,0.523,3.681,4.322,C1=CC=CC=C1OC(=S)O,154.008850432,1.3,1.9,2.4,148.14199999999997,0.4721049473294014,0.3548255880537646,0.3548255880537646,-0.4721049473294014,154.19,52.0,0.5180488627923249,0.9810825187422161,0.0054400211623358745,0.13839404939181124,0.8787706120213395,125.68994721218378,745.4362664327917,836.555915207851,2.4510843467541275,0.1967213898355026
179,179,CH2-O-NH-CO,2.831,1.084,3.915,5.702,CONC(=O),75.0320284,2.0,2.6,2.6,70.02699999999999,0.277220227036255,0.23024454516680698,0.23024454516680698,-0.277220227036255,75.06700000000001,30.0,0.6112941460559725,0.9837379240714766,0.03989105920762808,0.24312198120712888,0.8825135904357613,33.997120708170755,91.31640569542085,127.12400266040031,1.4147188666899697,0.10427637172538713
180,180,NH-C6H4-C4H2S-C6H4,5.032,0.383,5.415,1.842,NC1=CC=CC=C1C1=CSC=C1C1=CC=CC=C1,251.076870416,0.6666666666666666,1.3333333333333333,2.111111111111111,238.24999999999994,0.398225172522569,0.03937290371357266,0.03937290371357266,-0.398225172522569,251.354,88.0,0.13798326715628315,0.828339747146324,0.0005813976163266396,0.5568574047687133,0.6124776534324113,1042.3493196385634,1105.0330271400726,1865.6494382620901,2.8952660783203448,0.25537263480921335
181,181,C6H4-O-C4H2S-O,3.006,0.345,3.351,4.31,C1=CC=CC=C1OC1=CSC=C1O,192.024500496,1.0769230769230769,1.8461538461538463,2.4615384615384617,184.17499999999995,0.5036644661948486,0.17922687832256648,0.17922687832256648,-0.5036644661948486,192.23899999999998,66.0,0.5203274492304479,0.97728915758148,0.003038440032502332,0.18493306450009256,0.9375616619815279,241.19447556386768,1074.4504966165052,1319.354743982411,2.7481527978327063,5.970664334549247e-11
